本地台,#genre#
CCTV-15,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230658/1/index.m3u8?fmt=ts2hls
CCTV-15,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232504/1/index.m3u8?fmt=ts2hls
CCTV-16,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232705/1/index.m3u8?fmt=ts2hls
CCTV-17,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229762/1/index.m3u8?fmt=ts2hls
CCTV-高尔夫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232630/1/index.m3u8?fmt=ts2hls
CCTV-4K,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229373/1/index.m3u8?fmt=ts2hls

卫视台,#genre#
浙江卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228324/1/index.m3u8?fmt=ts2hls
江苏卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228351/1/index.m3u8?fmt=ts2hls
江苏卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230698/1/index.m3u8?fmt=ts2hls
江苏卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236546/1/index.m3u8?fmt=ts2hls
东方卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228354/1/index.m3u8?fmt=ts2hls
东方卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230689/1/index.m3u8?fmt=ts2hls
东方卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236501/1/index.m3u8?fmt=ts2hls
湖南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228336/1/index.m3u8?fmt=ts2hls
湖南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230695/1/index.m3u8?fmt=ts2hls
湖南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236544/1/index.m3u8?fmt=ts2hls
北京卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228321/1/index.m3u8?fmt=ts2hls
北京卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230704/1/index.m3u8?fmt=ts2hls
广东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228329/1/index.m3u8?fmt=ts2hls
广东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230661/1/index.m3u8?fmt=ts2hls
广东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236479/1/index.m3u8?fmt=ts2hls
安徽卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228332/1/index.m3u8?fmt=ts2hls
安徽卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230707/1/index.m3u8?fmt=ts2hls
黑龙江卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228302/1/index.m3u8?fmt=ts2hls
黑龙江卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230710/1/index.m3u8?fmt=ts2hls
山东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228308/1/index.m3u8?fmt=ts2hls
山东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230652/1/index.m3u8?fmt=ts2hls
山东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236499/1/index.m3u8?fmt=ts2hls
深圳卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228314/1/index.m3u8?fmt=ts2hls
深圳卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230676/1/index.m3u8?fmt=ts2hls
天津卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228320/1/index.m3u8?fmt=ts2hls
湖北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228357/1/index.m3u8?fmt=ts2hls
湖北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230670/1/index.m3u8?fmt=ts2hls
江西卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230667/1/index.m3u8?fmt=ts2hls
辽宁卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230692/1/index.m3u8?fmt=ts2hls
辽宁卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228317/1/index.m3u8?fmt=ts2hls
东南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231261/1/index.m3u8?fmt=ts2hls
东南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236477/1/index.m3u8?fmt=ts2hls
河南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231264/1/index.m3u8?fmt=ts2hls
贵州卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231267/1/index.m3u8?fmt=ts2hls
贵州卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236495/1/index.m3u8?fmt=ts2hls
河北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231270/1/index.m3u8?fmt=ts2hls
河北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236540/1/index.m3u8?fmt=ts2hls
吉林卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231289/1/index.m3u8?fmt=ts2hls
广西卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231292/1/index.m3u8?fmt=ts2hls
广西卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236532/1/index.m3u8?fmt=ts2hls
四川卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231298/1/index.m3u8?fmt=ts2hls
重庆卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232642/1/index.m3u8?fmt=ts2hls
海南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232687/1/index.m3u8?fmt=ts2hls
云南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232675/1/index.m3u8?fmt=ts2hls

特色频道,#genre#
CHC家庭影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236359/index.m3u8
华数欧美影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/42613784.smil/index.m3u8?fmt=ts2hls
华数亚洲影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228365/42613673.smil/index.m3u8?fmt=ts2hls
华数探索纪录,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231385/247557772.smil/index.m3u8?fmt=ts2hls
华数精品剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231330/247557658.smil/index.m3u8?fmt=ts2hls
华数少儿动漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228387/42613922.smil/index.m3u8?fmt=ts2hls
华数漫游世界,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228581/59463297.smil/index.m3u8?fmt=ts2hls
华数高清娱乐,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228575/59463282.smil/index.m3u8?fmt=ts2hls
华数电子竞技,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228572/59463316.smil/index.m3u8?fmt=ts2hls
黑莓电影,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000003000000001&livemode=1&stbId=toShengfen&mode=1&hostip=&  
黑莓电影,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000004000019624&livemode=1&stbId=toShengfen&mode=1&hostip=&  
黑莓电影,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=toShengfen&mode=1&hostip=&  
黑莓动画,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000003000000002&livemode=1&stbId=toShengfen&mode=1&hostip=&  
黑莓动画,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000004000021734&livemode=1&stbId=toShengfen&mode=1&hostip=&  
黑莓动画,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=6497762188035533951&livemode=1&stbId=toShengfen&mode=1&hostip=&  
四海钓鱼,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228662/60366869.smil/index.m3u8?fmt=ts2hls
车迷频道,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229410/80671671.smil/index.m3u8?fmt=ts2hls
热播精选,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236204/index.m3u8?fmt=ts2hls
哒啵赛事,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236207/index.m3u8?fmt=ts2hls
哒啵赛事,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000003000000004&livemode=1&stbId=toShengfen&mode=1&hostip=&  
哒啵赛事,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000003000000039&livemode=1&stbId=toShengfen&mode=1&hostip=&  
哒啵赛事,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000003000000040&livemode=1&stbId=toShengfen&mode=1&hostip=&  
哒啵赛事,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000001000003775&livemode=1&stbId=toShengfen&mode=1&hostip=&  
哒啵赛事,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000001000006906&livemode=1&stbId=toShengfen&mode=1&hostip=&  
哒啵赛事,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=5320946857686967621&livemode=1&stbId=toShengfen&mode=1&hostip=& 
乐游,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=bestzb&Contentid=5000000006000040025&livemode=1&stbId=toShengfen&mode=1&hostip=&  
乐游,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=bestzb&Contentid=5000000011000031112&livemode=1&stbId=toShengfen&mode=1&hostip=&  
乐游,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000002000000059&livemode=1&stbId=toShengfen&mode=1&hostip=&  
乐游,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000002000000092&livemode=1&stbId=toShengfen&mode=1&hostip=&   
Y+,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/1/index.m3u8?fmt=ts2hls
Brama,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236208/index.m3u8
爱浪漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/1/index.m3u8?fmt=ts2hls
爱浪漫,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000035&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱浪漫,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱院线,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/1/index.m3u8?fmt=ts2hls
爱院线,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000034&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱院线,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱喜剧,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/1/index.m3u8?fmt=ts2hls
爱喜剧,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000032&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱喜剧,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱科幻,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/1/index.m3u8?fmt=ts2hls
爱科幻,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000033&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱科幻,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱幼教,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235622/1/index.m3u8?fmt=ts2hls
爱幼教,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000049&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱幼教,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000180630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱动漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235628/1/index.m3u8?fmt=ts2hls
爱动漫,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000059&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱动漫,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱玩具,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235626/1/index.m3u8?fmt=ts2hls
爱玩具,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000053&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱玩具,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000220630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱科学,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235603/1/index.m3u8?fmt=ts2hls
爱科学,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000047&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱科学,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱奇谈,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235605/1/index.m3u8?fmt=ts2hls
爱奇谈,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000058&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱奇谈,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=toShengfen&mode=1&hostip=& 
爱历史,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000046&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱历史,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱旅行,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000056&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱旅行,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱体育,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000060&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱体育,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱赛车,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000055&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱赛车,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000240630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱谍战,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000038&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱谍战,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱悬疑,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000004000000036&livemode=1&stbId=toShengfen&mode=1&hostip=&  
爱悬疑,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=wasusyt&Contentid=6000000006000050630&livemode=1&stbId=toShengfen&mode=1&hostip=& 
超级电视剧,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000003000000032&livemode=1&stbId=toShengfen&mode=1&hostip=&  
超级电视剧,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000001000008139&livemode=1&stbId=toShengfen&mode=1&hostip=&  
超级电视剧,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000004000024993&livemode=1&stbId=toShengfen&mode=1&hostip=&  
超级电视剧,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000006000268003&livemode=1&stbId=toShengfen&mode=1&hostip=&  
超级电影,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=hnbblive&Contentid=2000000003000000031&livemode=1&stbId=toShengfen&mode=1&hostip=&  
超级电影,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000001000012884&livemode=1&stbId=toShengfen&mode=1&hostip=&  
超级电影,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000003000012426&livemode=1&stbId=toShengfen&mode=1&hostip=&  
超级电影,http://nas.iam7.cn:6001/IPTV/nyditv.php?channel-id=ystenlive&Contentid=1000000004000002120&livemode=1&stbId=toShengfen&mode=1&hostip=& 
动作电影,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236183/index.m3u8?fmt=ts2hls 
